Code Type,DenialCode,DenialReason,DenialCategory,FinalSteps
CARC,307,Claim received by payer but Medicare is the primary payer,Claim Submitted to incorrect payor,"Verify whether the claim was submitted to an incorrect payer or if the issue is related to an incorrect payer ID, mailing address, or plan information.
Confirm whether the correct payer details are available in IBMi.
If the correct payer information is present and already added in IBMi, submit a spreadsheet review request for appropriate rebooking.
If the correct payer information is not available, contact the payer to confirm the appropriate billing entity or responsible party. Once confirmed, submit an IVF form to update and bill the claim to the correct payer.
If the timely filing limit (TFL) has passed for billing the correct payer, make the required adjustments and submit a spreadsheet review request to rebook other rentals as necessary."
CARC,308,Claim received by payer but payment reduced to zero due to litigation,Awaiting Eligibility Information,"Review the remark code to determine whether any specific details are indicated (e.g., invalid or missing member name, date of birth, or policy number).
Verify eligibility through the available portal or by phone. Confirm whether the patient was active or inactive on the date of service (DOS), including validation of the patient’s name, date of birth, and policy ID number.
If the patient is inactive, determine whether additional payer information is available:
If yes, submit an IVF form to add the information in IBMi.
If the information has already been added in IBMi, submit a spreadsheet review request to rebook the invoice to the active payer.
If no additional active payer is identified, submit an IVF form to run eligibility or contact the patient for updated information.
If the patient is active, contact the payer and request claim reprocessing."
CARC,309,Services not ordered by a physician,No Authorization,"Check IBMi for existing authorization for the billed procedure code.
If yes, submit a corrected claim including the authorization number.
If no, proceed to Step 2.
Review the EMR to determine whether any authorization document is available.
If yes, verify whether an authorization number is included:
If an auth# is present, add it to the claim and submit a corrected claim.
If no auth# is present or the document is incomplete, proceed to Step 3.
If no authorization document is available, proceed to Step 3.
Contact the payer to determine whether retroactive authorization is accepted.
If yes, escalate to the RBCO/Centre teams to obtain retro authorization for billing.
If no, adjust the balance, as no valid authorization was obtained.
Verify pricing in IBMi:
Check whether “Prior Auth Approval” is marked as Y or N.
If it is marked N, escalate to the RBCO/Centre teams to update the pricing to Y for the procedure code so that future claims will be held in IBMi until an authorization is secured."
CARC,310,Services ordered by a physician but not authorized by qualified practitioner,No Authorization,"Check IBMi for existing authorization for the billed procedure code.
If yes, submit a corrected claim including the authorization number.
If no, proceed to Step 2.
Review the EMR to determine whether any authorization document is available.
If yes, verify whether an authorization number is included:
If an auth# is present, add it to the claim and submit a corrected claim.
If no auth# is present or the document is incomplete, proceed to Step 3.
If no authorization document is available, proceed to Step 3.
Contact the payer to determine whether retroactive authorization is accepted.
If yes, escalate to the RBCO/Centre teams to obtain retro authorization for billing.
If no, adjust the balance, as no valid authorization was obtained.
Verify pricing in IBMi:
Check whether “Prior Auth Approval” is marked as Y or N.
If it is marked N, escalate to the RBCO/Centre teams to update the pricing to Y for the procedure code so that future claims will be held in IBMi until an authorization is secured."
CARC,311,Claim denied as not reasonable or necessary,Medical Necessity,"Review the account history to determine whether the same HCPCS code has been previously billed and paid.
If yes, contact the payer and request reprocessing of the claim.
If no, ask the payer to specify the documentation required to establish medical necessity.
Check the EMR to verify whether the requested documents are available.
If the documents are available, send them to the payer via fax or email.
If the documents are not available, escalate the request to the RBCO or Centre teams to obtain the necessary documentation."
CARC,312,Claim denied due to exceeded number of hours/days/units,Maximum Benefit Met,"Verify the allowable units for the procedure code and compare them with the units billed on the claim.
Review the account history and notes to identify any prior updates or adjustment activity related to the invoice.
Contact the payer or check the payer’s web portal to confirm whether the patient’s benefit has been exhausted—either in terms of units or dollar allowances.
If the benefit is exhausted based on units:
Review the history to determine whether payment was previously received.
If payment was received and the allowable units have been fully used, adjust the invoice accordingly.
If payment was not received previously, request reprocessing of the claim.
If the benefit is exhausted based on dollars:
Review the history to confirm whether full payment was received.
If the allowed amount has been fully met, adjust the invoice.
If the allowed amount has not been fully met, request reprocessing."
CARC,313,Claim denied as patient has elected hospice,Non Covered Charges,"Verify whether the procedure code is non-covered under either the provider or the patient.
If the procedure code is non-covered under the provider:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, identify the reason the procedure code is considered non-covered.
Review the account history and notes for any relevant information.
If no supporting information is found, escalate for further review.
If it is confirmed as non-covered per Medicare guidelines, adjust the invoice accordingly.
If the procedure code is non-covered under the patient:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, verify the patient’s eligibility to confirm benefit information and escalate to the RBCO/Centre teams to bill the patient directly."
CARC,314,Claim adjusted as patient has elected managed care,Reimbursement Adjustment,Per managed care agreement
CARC,315,Claim denied due to service not being provided in an approved facility,Missing or Invalid Information,"Review the remark code to determine which information is missing or invalid.
Examine prior notes to confirm whether the missing or incorrect information has already been submitted to the payer or corrected in the system.
If yes, follow up on the claim by checking the updated status via the payer’s web portal or by phone.
If no, verify whether the required information is available in IBMi.
If the information is available, either send it to the payer via fax or email, or make the necessary correction and submit a corrected claim.
If the information is not available, escalate the request to the RBCO or centre teams for resolution."
CARC,316,Claim denied due to lack of medical necessity,Medical Necessity,"Review the account history to determine whether the same HCPCS code has been previously billed and paid.
If yes, contact the payer and request reprocessing of the claim.
If no, ask the payer to specify the documentation required to establish medical necessity.
Check the EMR to verify whether the requested documents are available.
If the documents are available, send them to the payer via fax or email.
If the documents are not available, escalate the request to the RBCO or Centre teams to obtain the necessary documentation."
CARC,317,Claim adjusted based on federal sequestration,Reimbursement Adjustment,Post as payment adjustment
CARC,318,Claim denied as patient received services during a period of non-covered stay,Not Eligible,"Review the patient’s eligibility to determine the reason for ineligibility.
Verify whether the patient has DME benefits.
If DME benefits are not covered, escalate for patient contact to obtain updated insurance information.
If DME benefits are covered, contact the payer and request reprocessing of the claim."
CARC,319,Claim denied due to coordination of benefits with Medicare,Claim Submitted to incorrect payor,"Verify whether the claim was submitted to an incorrect payer or if the issue is related to an incorrect payer ID, mailing address, or plan information.
Confirm whether the correct payer details are available in IBMi.
If the correct payer information is present and already added in IBMi, submit a spreadsheet review request for appropriate rebooking.
If the correct payer information is not available, contact the payer to confirm the appropriate billing entity or responsible party. Once confirmed, submit an IVF form to update and bill the claim to the correct payer.
If the timely filing limit (TFL) has passed for billing the correct payer, make the required adjustments and submit a spreadsheet review request to rebook other rentals as necessary."
CARC,320,Claim adjusted as contractual discount applies,Contractual Adjustment,No further action
CARC,321,Claim denied as patient is not liable for services,Non Covered Charges,"Verify whether the procedure code is non-covered under either the provider or the patient.
If the procedure code is non-covered under the provider:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, identify the reason the procedure code is considered non-covered.
Review the account history and notes for any relevant information.
If no supporting information is found, escalate for further review.
If it is confirmed as non-covered per Medicare guidelines, adjust the invoice accordingly.
If the procedure code is non-covered under the patient:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, verify the patient’s eligibility to confirm benefit information and escalate to the RBCO/Centre teams to bill the patient directly."
CARC,322,Claim adjusted due to patient's financial liability,Patient Responsibility,Bill patient
CARC,323,Claim adjusted based on member's eligibility status,Not Eligible,"Review the patient’s eligibility to determine the reason for ineligibility.
Verify whether the patient has DME benefits.
If DME benefits are not covered, escalate for patient contact to obtain updated insurance information.
If DME benefits are covered, contact the payer and request reprocessing of the claim."
CARC,324,Claim denied as duplicate of a previously processed claim,Duplicate Claims,"Review IBMi to determine whether the same Date of Service (DOS) and HCPCS code has already been billed.
If it has already been billed and paid, adjust the current invoice as a duplicate.
If the service has not been previously billed, contact the insurance payer and request the original claim status.
If the representative does not provide the original claim status, request reprocessing of the claim.
If the representative does provide the status, verify whether payment was made to the same provider or to a different provider.
If the claim was paid to the same provider, review the paid or denied details in IBMi and adjust the invoice accordingly.
If the claim was paid to a different provider, adjust the invoice and send communication notes to RBCO requesting to stop billing."
CARC,325,Claim adjusted based on medical review,Medical Necessity,"Review the account history to determine whether the same HCPCS code has been previously billed and paid.
If yes, contact the payer and request reprocessing of the claim.
If no, ask the payer to specify the documentation required to establish medical necessity.
Check the EMR to verify whether the requested documents are available.
If the documents are available, send them to the payer via fax or email.
If the documents are not available, escalate the request to the RBCO or Centre teams to obtain the necessary documentation."
CARC,326,Claim denied due to incorrect rendering provider,Missing or Invalid Information,"Review the remark code to determine which information is missing or invalid.
Examine prior notes to confirm whether the missing or incorrect information has already been submitted to the payer or corrected in the system.
If yes, follow up on the claim by checking the updated status via the payer’s web portal or by phone.
If no, verify whether the required information is available in IBMi.
If the information is available, either send it to the payer via fax or email, or make the necessary correction and submit a corrected claim.
If the information is not available, escalate the request to the RBCO or centre teams for resolution."
CARC,327,Claim denied as benefits have been assigned to another provider,Claim Submitted to incorrect payor,"Verify whether the claim was submitted to an incorrect payer or if the issue is related to an incorrect payer ID, mailing address, or plan information.
Confirm whether the correct payer details are available in IBMi.
If the correct payer information is present and already added in IBMi, submit a spreadsheet review request for appropriate rebooking.
If the correct payer information is not available, contact the payer to confirm the appropriate billing entity or responsible party. Once confirmed, submit an IVF form to update and bill the claim to the correct payer.
If the timely filing limit (TFL) has passed for billing the correct payer, make the required adjustments and submit a spreadsheet review request to rebook other rentals as necessary."
CARC,328,Claim adjusted as payment included in another claim,Bundled Services,No further action
CARC,329,Claim denied as patient was not in a covered area,Not Eligible,"Review the patient’s eligibility to determine the reason for ineligibility.
Verify whether the patient has DME benefits.
If DME benefits are not covered, escalate for patient contact to obtain updated insurance information.
If DME benefits are covered, contact the payer and request reprocessing of the claim."
CARC,330,Claim denied as services not reasonable or necessary,Medical Necessity,"Review the account history to determine whether the same HCPCS code has been previously billed and paid.
If yes, contact the payer and request reprocessing of the claim.
If no, ask the payer to specify the documentation required to establish medical necessity.
Check the EMR to verify whether the requested documents are available.
If the documents are available, send them to the payer via fax or email.
If the documents are not available, escalate the request to the RBCO or Centre teams to obtain the necessary documentation."
CARC,331,Claim adjusted based on approved payment amount,Reimbursement Adjustment,Post as payment adjustment
CARC,332,Claim denied as patient is enrolled in another plan,Claim Submitted to incorrect payor,"Verify whether the claim was submitted to an incorrect payer or if the issue is related to an incorrect payer ID, mailing address, or plan information.
Confirm whether the correct payer details are available in IBMi.
If the correct payer information is present and already added in IBMi, submit a spreadsheet review request for appropriate rebooking.
If the correct payer information is not available, contact the payer to confirm the appropriate billing entity or responsible party. Once confirmed, submit an IVF form to update and bill the claim to the correct payer.
If the timely filing limit (TFL) has passed for billing the correct payer, make the required adjustments and submit a spreadsheet review request to rebook other rentals as necessary."
CARC,333,Claim denied due to sequestration reduction,Reimbursement Adjustment,Post as payment adjustment
CARC,334,Claim adjusted based on multiple procedure reduction,Bundled Services,No further action
CARC,335,Claim denied as statutory payment suspension applies,Awaiting Eligibility Information,"Review the remark code to determine whether any specific details are indicated (e.g., invalid or missing member name, date of birth, or policy number).
Verify eligibility through the available portal or by phone. Confirm whether the patient was active or inactive on the date of service (DOS), including validation of the patient’s name, date of birth, and policy ID number.
If the patient is inactive, determine whether additional payer information is available:
If yes, submit an IVF form to add the information in IBMi.
If the information has already been added in IBMi, submit a spreadsheet review request to rebook the invoice to the active payer.
If no additional active payer is identified, submit an IVF form to run eligibility or contact the patient for updated information.
If the patient is active, contact the payer and request claim reprocessing."
CARC,336,Claim adjusted based on stop-loss provisions,Reimbursement Adjustment,Post as payment adjustment
CARC,337,Claim denied as requested information was not provided,Additional information requested,"Review the remark code to determine the specific additional information requested by the insurance payer.
Examine prior documentation and notes to verify whether the requested information has already been submitted.
If the information has been submitted, follow up on the claim status through a phone call or the payer’s online portal. If it has not been submitted, proceed to verify the availability of the required document.
If the requested document is available, transmit it to the payer via fax or email. If the document is not available, escalate the matter to the RBCO or the appropriate center team for resolution."
CARC,338,Claim adjusted as patient financial liability differs from submission,Patient Responsibility,Bill patient adjusted amount
CARC,339,Claim denied as patient is eligible for state health insurance program,Claim Submitted to incorrect payor,"Verify whether the claim was submitted to an incorrect payer or if the issue is related to an incorrect payer ID, mailing address, or plan information.
Confirm whether the correct payer details are available in IBMi.
If the correct payer information is present and already added in IBMi, submit a spreadsheet review request for appropriate rebooking.
If the correct payer information is not available, contact the payer to confirm the appropriate billing entity or responsible party. Once confirmed, submit an IVF form to update and bill the claim to the correct payer.
If the timely filing limit (TFL) has passed for billing the correct payer, make the required adjustments and submit a spreadsheet review request to rebook other rentals as necessary."
CARC,340,Claim adjusted based on commercial coverage,Reimbursement Adjustment,Coordinate with commercial insurance
CARC,341,Claim denied as exceeds medically unlikely edits,Medical Necessity,"Review the account history to determine whether the same HCPCS code has been previously billed and paid.
If yes, contact the payer and request reprocessing of the claim.
If no, ask the payer to specify the documentation required to establish medical necessity.
Check the EMR to verify whether the requested documents are available.
If the documents are available, send them to the payer via fax or email.
If the documents are not available, escalate the request to the RBCO or Centre teams to obtain the necessary documentation."
CARC,342,Claim adjusted based on medical record review,Medical Necessity,"Review the account history to determine whether the same HCPCS code has been previously billed and paid.
If yes, contact the payer and request reprocessing of the claim.
If no, ask the payer to specify the documentation required to establish medical necessity.
Check the EMR to verify whether the requested documents are available.
If the documents are available, send them to the payer via fax or email.
If the documents are not available, escalate the request to the RBCO or Centre teams to obtain the necessary documentation."
CARC,343,Claim adjusted due to patient's premium payment status,Not Eligible,"Review the patient’s eligibility to determine the reason for ineligibility.
Verify whether the patient has DME benefits.
If DME benefits are not covered, escalate for patient contact to obtain updated insurance information.
If DME benefits are covered, contact the payer and request reprocessing of the claim."
CARC,344,Claim denied as services not covered under Medicare Advantage plan,Non Covered Charges,"Verify whether the procedure code is non-covered under either the provider or the patient.
If the procedure code is non-covered under the provider:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, identify the reason the procedure code is considered non-covered.
Review the account history and notes for any relevant information.
If no supporting information is found, escalate for further review.
If it is confirmed as non-covered per Medicare guidelines, adjust the invoice accordingly.
If the procedure code is non-covered under the patient:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, verify the patient’s eligibility to confirm benefit information and escalate to the RBCO/Centre teams to bill the patient directly."
CARC,345,Claim adjusted based on plan provisions,Reimbursement Adjustment,Per plan provisions
CARC,346,Claim denied as patient is deceased,Missing or Invalid Information,"Review the remark code to determine which information is missing or invalid.
Examine prior notes to confirm whether the missing or incorrect information has already been submitted to the payer or corrected in the system.
If yes, follow up on the claim by checking the updated status via the payer’s web portal or by phone.
If no, verify whether the required information is available in IBMi.
If the information is available, either send it to the payer via fax or email, or make the necessary correction and submit a corrected claim.
If the information is not available, escalate the request to the RBCO or centre teams for resolution."
CARC,347,Claim adjusted as patient has other insurance,Claim Submitted to incorrect payor,"Verify whether the claim was submitted to an incorrect payer or if the issue is related to an incorrect payer ID, mailing address, or plan information.
Confirm whether the correct payer details are available in IBMi.
If the correct payer information is present and already added in IBMi, submit a spreadsheet review request for appropriate rebooking.
If the correct payer information is not available, contact the payer to confirm the appropriate billing entity or responsible party. Once confirmed, submit an IVF form to update and bill the claim to the correct payer.
If the timely filing limit (TFL) has passed for billing the correct payer, make the required adjustments and submit a spreadsheet review request to rebook other rentals as necessary."
CARC,348,Claim denied as interim bill not accepted,Missing or Invalid Information,"Review the remark code to determine which information is missing or invalid.
Examine prior notes to confirm whether the missing or incorrect information has already been submitted to the payer or corrected in the system.
If yes, follow up on the claim by checking the updated status via the payer’s web portal or by phone.
If no, verify whether the required information is available in IBMi.
If the information is available, either send it to the payer via fax or email, or make the necessary correction and submit a corrected claim.
If the information is not available, escalate the request to the RBCO or centre teams for resolution."
CARC,349,Claim adjusted based on payer's medical policy,Medical Necessity,"Review the account history to determine whether the same HCPCS code has been previously billed and paid.
If yes, contact the payer and request reprocessing of the claim.
If no, ask the payer to specify the documentation required to establish medical necessity.
Check the EMR to verify whether the requested documents are available.
If the documents are available, send them to the payer via fax or email.
If the documents are not available, escalate the request to the RBCO or Centre teams to obtain the necessary documentation."
CARC,350,Claim adjusted as alternate benefit provided,Reimbursement Adjustment,Post as payment adjustment
CARC,A0,Patient refund amount,Payment Reversal,Refund patient
CARC,A1,Claim/Service denied,Non Covered Charges,"Verify whether the procedure code is non-covered under either the provider or the patient.
If the procedure code is non-covered under the provider:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, identify the reason the procedure code is considered non-covered.
Review the account history and notes for any relevant information.
If no supporting information is found, escalate for further review.
If it is confirmed as non-covered per Medicare guidelines, adjust the invoice accordingly.
If the procedure code is non-covered under the patient:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, verify the patient’s eligibility to confirm benefit information and escalate to the RBCO/Centre teams to bill the patient directly."
CARC,A5,Medicare Claim PPS Capital Cost Outlier Amount,Reimbursement Adjustment,Post as payment adjustment
CARC,A6,Prior hospitalization or 30 day transfer requirement not met,Missing or Invalid Information,"Review the remark code to determine which information is missing or invalid.
Examine prior notes to confirm whether the missing or incorrect information has already been submitted to the payer or corrected in the system.
If yes, follow up on the claim by checking the updated status via the payer’s web portal or by phone.
If no, verify whether the required information is available in IBMi.
If the information is available, either send it to the payer via fax or email, or make the necessary correction and submit a corrected claim.
If the information is not available, escalate the request to the RBCO or centre teams for resolution."
CARC,A8,Ungroupable DRG,Missing or Invalid Information,"Review the remark code to determine which information is missing or invalid.
Examine prior notes to confirm whether the missing or incorrect information has already been submitted to the payer or corrected in the system.
If yes, follow up on the claim by checking the updated status via the payer’s web portal or by phone.
If no, verify whether the required information is available in IBMi.
If the information is available, either send it to the payer via fax or email, or make the necessary correction and submit a corrected claim.
If the information is not available, escalate the request to the RBCO or centre teams for resolution."
CARC,B1,Non-covered visits,Non Covered Charges,"Verify whether the procedure code is non-covered under either the provider or the patient.
If the procedure code is non-covered under the provider:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, identify the reason the procedure code is considered non-covered.
Review the account history and notes for any relevant information.
If no supporting information is found, escalate for further review.
If it is confirmed as non-covered per Medicare guidelines, adjust the invoice accordingly.
If the procedure code is non-covered under the patient:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, verify the patient’s eligibility to confirm benefit information and escalate to the RBCO/Centre teams to bill the patient directly."
CARC,B4,Late filing penalty,Timely Filing,Appeal if applicable
CARC,B7,This provider was not certified/eligible to be paid for this procedure/service on this date of service,…,Verify provider certification
CARC,B8,Alternative services were available and should have been utilized,Medical Necessity,"Review the account history to determine whether the same HCPCS code has been previously billed and paid.
If yes, contact the payer and request reprocessing of the claim.
If no, ask the payer to specify the documentation required to establish medical necessity.
Check the EMR to verify whether the requested documents are available.
If the documents are available, send them to the payer via fax or email.
If the documents are not available, escalate the request to the RBCO or Centre teams to obtain the necessary documentation."
CARC,B9,Patient is enrolled in a Hospice,Non Covered Charges,"Verify whether the procedure code is non-covered under either the provider or the patient.
If the procedure code is non-covered under the provider:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, identify the reason the procedure code is considered non-covered.
Review the account history and notes for any relevant information.
If no supporting information is found, escalate for further review.
If it is confirmed as non-covered per Medicare guidelines, adjust the invoice accordingly.
If the procedure code is non-covered under the patient:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, verify the patient’s eligibility to confirm benefit information and escalate to the RBCO/Centre teams to bill the patient directly."
CARC,B10,Allowed amount reduced because a component of the basic procedure/test was paid,Bundled Services,No further action
CARC,B11,Claim/service transferred to proper payer/processor for processing,Claim Submitted to incorrect payor,"Verify whether the claim was submitted to an incorrect payer or if the issue is related to an incorrect payer ID, mailing address, or plan information.
Confirm whether the correct payer details are available in IBMi.
If the correct payer information is present and already added in IBMi, submit a spreadsheet review request for appropriate rebooking.
If the correct payer information is not available, contact the payer to confirm the appropriate billing entity or responsible party. Once confirmed, submit an IVF form to update and bill the claim to the correct payer.
If the timely filing limit (TFL) has passed for billing the correct payer, make the required adjustments and submit a spreadsheet review request to rebook other rentals as necessary."
CARC,B12,Services not documented in patient's medical records,MR Needed,"Confirm the type of medical records required by contacting the payer via phone or checking the payer’s web portal.
Review the account history and notes to determine whether the medical records have already been submitted.
If the records have been submitted, follow up on the claim status via phone or the web portal.
If the records have not been submitted, proceed to Step 3.
Check the EMR to verify whether the requested medical records are available.
If the records are available, submit them to the payer via fax or email.
If the records are not available, escalate the request to the RBCO or Centre teams to obtain the required documentation."
CARC,B13,Previously paid - Payment may have been provided in a previous payment,Duplicate Claims,"Review IBMi to determine whether the same Date of Service (DOS) and HCPCS code has already been billed.
If it has already been billed and paid, adjust the current invoice as a duplicate.
If the service has not been previously billed, contact the insurance payer and request the original claim status.
If the representative does not provide the original claim status, request reprocessing of the claim.
If the representative does provide the status, verify whether payment was made to the same provider or to a different provider.
If the claim was paid to the same provider, review the paid or denied details in IBMi and adjust the invoice accordingly.
If the claim was paid to a different provider, adjust the invoice and send communication notes to RBCO requesting to stop billing."
CARC,B14,Only one visit or consultation per physician per day is covered,Maximum Benefit Met,"Verify the allowable units for the procedure code and compare them with the units billed on the claim.
Review the account history and notes to identify any prior updates or adjustment activity related to the invoice.
Contact the payer or check the payer’s web portal to confirm whether the patient’s benefit has been exhausted—either in terms of units or dollar allowances.
If the benefit is exhausted based on units:
Review the history to determine whether payment was previously received.
If payment was received and the allowable units have been fully used, adjust the invoice accordingly.
If payment was not received previously, request reprocessing of the claim.
If the benefit is exhausted based on dollars:
Review the history to confirm whether full payment was received.
If the allowed amount has been fully met, adjust the invoice.
If the allowed amount has not been fully met, request reprocessing."
CARC,B15,This service/procedure requires that a qualifying service/procedure be received and covered,Missing or Invalid Information,"Review the remark code to determine which information is missing or invalid.
Examine prior notes to confirm whether the missing or incorrect information has already been submitted to the payer or corrected in the system.
If yes, follow up on the claim by checking the updated status via the payer’s web portal or by phone.
If no, verify whether the required information is available in IBMi.
If the information is available, either send it to the payer via fax or email, or make the necessary correction and submit a corrected claim.
If the information is not available, escalate the request to the RBCO or centre teams for resolution."
CARC,B16,'New Patient' qualifications were not met,Missing or Invalid Information,"Review the remark code to determine which information is missing or invalid.
Examine prior notes to confirm whether the missing or incorrect information has already been submitted to the payer or corrected in the system.
If yes, follow up on the claim by checking the updated status via the payer’s web portal or by phone.
If no, verify whether the required information is available in IBMi.
If the information is available, either send it to the payer via fax or email, or make the necessary correction and submit a corrected claim.
If the information is not available, escalate the request to the RBCO or centre teams for resolution."
CARC,B20,Procedure/service was partially or fully furnished by another provider,Duplicate Claims,"Review IBMi to determine whether the same Date of Service (DOS) and HCPCS code has already been billed.
If it has already been billed and paid, adjust the current invoice as a duplicate.
If the service has not been previously billed, contact the insurance payer and request the original claim status.
If the representative does not provide the original claim status, request reprocessing of the claim.
If the representative does provide the status, verify whether payment was made to the same provider or to a different provider.
If the claim was paid to the same provider, review the paid or denied details in IBMi and adjust the invoice accordingly.
If the claim was paid to a different provider, adjust the invoice and send communication notes to RBCO requesting to stop billing."
CARC,B22,This payment is adjusted based on the diagnosis,Reimbursement Adjustment,Post as payment adjustment
CARC,B23,Procedure billed is not authorized per CLIA proficiency test,Missing or Invalid Information,"Review the remark code to determine which information is missing or invalid.
Examine prior notes to confirm whether the missing or incorrect information has already been submitted to the payer or corrected in the system.
If yes, follow up on the claim by checking the updated status via the payer’s web portal or by phone.
If no, verify whether the required information is available in IBMi.
If the information is available, either send it to the payer via fax or email, or make the necessary correction and submit a corrected claim.
If the information is not available, escalate the request to the RBCO or centre teams for resolution."
CARC,P1,State-mandated Requirement for Property and Casualty,TFL,"Verify the bill date and determine the timely filing limit for the payer.
If the claim was billed within the timely filing period, contact the payer and request reprocessing.
If the claim was not billed within the timely filing period, check the clearinghouse to determine whether Proof of Timely Filing (POTF) is available.
If POTF is available, submit it to the payer via fax or email.
If no POTF is available and the denial is confirmed as a valid timely filing denial, adjust the claim as past timely."
CARC,P2,Not a work related injury/illness - not liability of workers' compensation carrier,Claim Submitted to incorrect payor,"Verify whether the claim was submitted to an incorrect payer or if the issue is related to an incorrect payer ID, mailing address, or plan information.
Confirm whether the correct payer details are available in IBMi.
If the correct payer information is present and already added in IBMi, submit a spreadsheet review request for appropriate rebooking.
If the correct payer information is not available, contact the payer to confirm the appropriate billing entity or responsible party. Once confirmed, submit an IVF form to update and bill the claim to the correct payer.
If the timely filing limit (TFL) has passed for billing the correct payer, make the required adjustments and submit a spreadsheet review request to rebook other rentals as necessary."
CARC,P3,Workers' Compensation case settled - Patient responsible through Medicare set aside arrangement,Patient Responsibility,Patient responsibility per settlement
CARC,P4,Workers' Compensation claim adjudicated as non-compensable,Claim Submitted to incorrect payor,"Verify whether the claim was submitted to an incorrect payer or if the issue is related to an incorrect payer ID, mailing address, or plan information.
Confirm whether the correct payer details are available in IBMi.
If the correct payer information is present and already added in IBMi, submit a spreadsheet review request for appropriate rebooking.
If the correct payer information is not available, contact the payer to confirm the appropriate billing entity or responsible party. Once confirmed, submit an IVF form to update and bill the claim to the correct payer.
If the timely filing limit (TFL) has passed for billing the correct payer, make the required adjustments and submit a spreadsheet review request to rebook other rentals as necessary."
CARC,P5,Based on payer reasonable and customary fees - Property and Casualty only,Reimbursement Adjustment,Post as payment adjustment
CARC,P6,Based on entitlement to benefits - Property and Casualty only,Reimbursement Adjustment,Post as payment adjustment
CARC,P7,Fee schedule/database does not contain billed code - Property and Casualty only,Missing or Invalid Information,"Review the remark code to determine which information is missing or invalid.
Examine prior notes to confirm whether the missing or incorrect information has already been submitted to the payer or corrected in the system.
If yes, follow up on the claim by checking the updated status via the payer’s web portal or by phone.
If no, verify whether the required information is available in IBMi.
If the information is available, either send it to the payer via fax or email, or make the necessary correction and submit a corrected claim.
If the information is not available, escalate the request to the RBCO or centre teams for resolution."
CARC,P8,Claim is under investigation - Property and Casualty only,Awaiting Eligibility Information,"Review the remark code to determine whether any specific details are indicated (e.g., invalid or missing member name, date of birth, or policy number).
Verify eligibility through the available portal or by phone. Confirm whether the patient was active or inactive on the date of service (DOS), including validation of the patient’s name, date of birth, and policy ID number.
If the patient is inactive, determine whether additional payer information is available:
If yes, submit an IVF form to add the information in IBMi.
If the information has already been added in IBMi, submit a spreadsheet review request to rebook the invoice to the active payer.
If no additional active payer is identified, submit an IVF form to run eligibility or contact the patient for updated information.
If the patient is active, contact the payer and request claim reprocessing."
CARC,P9,No available or correlating CPT/HCPCS code - Property and Casualty only,Missing or Invalid Information,"Review the remark code to determine which information is missing or invalid.
Examine prior notes to confirm whether the missing or incorrect information has already been submitted to the payer or corrected in the system.
If yes, follow up on the claim by checking the updated status via the payer’s web portal or by phone.
If no, verify whether the required information is available in IBMi.
If the information is available, either send it to the payer via fax or email, or make the necessary correction and submit a corrected claim.
If the information is not available, escalate the request to the RBCO or centre teams for resolution."
CARC,P10,Payment reduced to zero due to litigation - Property and Casualty only,Awaiting Eligibility Information,"Review the remark code to determine whether any specific details are indicated (e.g., invalid or missing member name, date of birth, or policy number).
Verify eligibility through the available portal or by phone. Confirm whether the patient was active or inactive on the date of service (DOS), including validation of the patient’s name, date of birth, and policy ID number.
If the patient is inactive, determine whether additional payer information is available:
If yes, submit an IVF form to add the information in IBMi.
If the information has already been added in IBMi, submit a spreadsheet review request to rebook the invoice to the active payer.
If no additional active payer is identified, submit an IVF form to run eligibility or contact the patient for updated information.
If the patient is active, contact the payer and request claim reprocessing."
CARC,P11,Disposition pending due to litigation - Property and Casualty only,Awaiting Eligibility Information,"Review the remark code to determine whether any specific details are indicated (e.g., invalid or missing member name, date of birth, or policy number).
Verify eligibility through the available portal or by phone. Confirm whether the patient was active or inactive on the date of service (DOS), including validation of the patient’s name, date of birth, and policy ID number.
If the patient is inactive, determine whether additional payer information is available:
If yes, submit an IVF form to add the information in IBMi.
If the information has already been added in IBMi, submit a spreadsheet review request to rebook the invoice to the active payer.
If no additional active payer is identified, submit an IVF form to run eligibility or contact the patient for updated information.
If the patient is active, contact the payer and request claim reprocessing."
CARC,P12,Workers' compensation jurisdictional fee schedule adjustment,Reimbursement Adjustment,Post as payment adjustment
